flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,488281,488281,0,513671612,513671612,0.000000,2046.502227,8.003372,0.000000
2,488281,488281,0,513671612,513671612,0.000000,2046.502227,8.003372,0.000000
3,488281,488281,0,513671612,513671612,0.000000,2046.502227,8.003372,0.000000
4,488281,488281,0,513671612,513671612,0.000000,2046.502227,8.003372,0.000000
