routing_strategy,scenario,scenario_name,seed,run_number,number_of_flows,total_tx_packets,total_rx_packets,total_lost_packets,packet_loss_percent,total_throughput_mbit_s,weighted_mean_delay_ms,weighted_mean_jitter_ms,jain_fairness_index
STANDARD,8,Szenario 8 - Linkausfall,1,1,4,3906248,3150771,755477,19.340221,13205.617136,10.070285,0.016502,1.000000
