routing_strategy,scenario,scenario_name,seed,run_number,number_of_flows,total_tx_packets,total_rx_packets,total_lost_packets,packet_loss_percent,total_throughput_mbit_s,weighted_mean_delay_ms,weighted_mean_jitter_ms,jain_fairness_index
ADAPTIVE,7,Szenario 7 - Dynamischer Hotspot,1,1,4,3906248,3777840,128408,3.287246,15833.811374,9.086954,0.035645,0.999615
