flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,11713030,4755293,6957737,12322107560,5002568236,59.401683,4986.718868,21.061963,0.001730
2,11713030,4755293,6957737,12322107560,5002568236,59.401683,4986.719392,21.088347,0.001730
3,11713030,4755293,6957737,12322107560,5002568236,59.401683,4986.718868,21.061963,0.001730
4,11713030,4755293,6957737,12322107560,5002568236,59.401683,4986.719392,21.088347,0.001730
