flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,933738,42824,1027343224,982292376,4.385180,3913.514858,9.458783,0.047654
2,976562,933802,42760,1027343224,982359704,4.378626,3913.783097,9.473005,0.048955
3,976562,976562,0,1027343224,1027343224,0.000000,4092.998563,8.004005,0.000000
4,976562,933738,42824,1027343224,982292376,4.385180,3913.514858,9.461663,0.047606
