flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003372,0.000000
2,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003372,0.000000
3,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003372,0.000000
4,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003372,0.000000
