flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,1953124,1953124,0,2054686448,2054686448,0.000000,8185.995902,8.003735,0.000278
2,1465201,1465201,0,1541391452,1541391452,0.000000,6140.997602,8.003613,0.000300
3,732332,732332,0,770413264,770413264,0.000000,3069.376416,8.003598,0.000323
4,244140,244140,0,256835280,256835280,0.000000,1023.253192,8.003674,0.000415
