flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,976314,248,1027343224,1027082328,0.025395,4091.960855,8.003416,0.000075
2,976562,976302,260,1027343224,1027069704,0.026624,4091.907124,8.003816,0.000581
3,976562,976562,0,1027343224,1027343224,0.000000,4092.999300,8.003771,0.000443
4,976562,976562,0,1027343224,1027343224,0.000000,4092.998563,8.003999,0.000577
