routing_strategy,scenario,scenario_name,seed,run_number,number_of_flows,total_tx_packets,total_rx_packets,total_lost_packets,packet_loss_percent,total_throughput_mbit_s,weighted_mean_delay_ms,weighted_mean_jitter_ms,jain_fairness_index
STATIC,5,Szenario 5 - Hotspot,1,2,4,3906248,3359373,546875,14.000007,14036.963420,12.962501,0.001178,0.990860
