flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,976310,252,1027343224,1027078120,0.025805,4091.944090,8.003416,0.000075
2,976562,976334,228,1027343224,1027103368,0.023347,4092.044679,8.003817,0.000582
3,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003771,0.000444
4,976562,976562,0,1027343224,1027343224,0.000000,4092.998563,8.004000,0.000578
