flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003405,0.000059
2,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003753,0.000525
3,976562,976562,0,1027343224,1027343224,0.000000,4093.000281,8.003774,0.000437
4,976562,976562,0,1027343224,1027343224,0.000000,4092.998563,8.004003,0.000571
