routing_strategy,scenario,scenario_name,seed,run_number,number_of_flows,total_tx_packets,total_rx_packets,total_lost_packets,packet_loss_percent,total_throughput_mbit_s,weighted_mean_delay_ms,weighted_mean_jitter_ms,jain_fairness_index
STATIC,6,Szenario 6 - Asymmetrische Last,1,1,4,4394797,3359257,1035540,23.562863,14036.409733,12.366405,0.000852,0.822188
