routing_strategy,scenario,scenario_name,seed,run_number,number_of_flows,total_tx_packets,total_rx_packets,total_lost_packets,packet_loss_percent,total_throughput_mbit_s,weighted_mean_delay_ms,weighted_mean_jitter_ms,jain_fairness_index
ECMP,7,Szenario 7 - Dynamischer Hotspot,1,3,4,3906248,3906248,0,0.000000,16371.998425,8.003733,0.000397,1.000000
