flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,11713030,9500253,2212777,12322107560,9994266156,18.891585,9971.832013,17.599892,0.452433
2,11713030,9500253,2212777,12322107560,9994266156,18.891585,9971.365487,17.897799,0.958072
3,11713030,9500152,2212878,12322107560,9994159904,18.892447,9967.966764,18.846467,2.820721
4,11713030,9500253,2212777,12322107560,9994266156,18.891585,9970.461912,17.873876,1.270792
