flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,1953124,1953124,0,2054686448,2054686448,0.000000,2052.635049,8.003372,0.000000
2,1953124,1953124,0,2054686448,2054686448,0.000000,2052.635049,8.003372,0.000000
3,1953124,1953124,0,2054686448,2054686448,0.000000,2052.635049,8.003372,0.000000
4,1953124,1953124,0,2054686448,2054686448,0.000000,2052.635049,8.003372,0.000000
