flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,976320,242,1027343224,1027088640,0.024781,4091.986002,8.003415,0.000075
2,976562,976312,250,1027343224,1027080224,0.025600,4091.952472,8.003816,0.000582
3,976562,976562,0,1027343224,1027343224,0.000000,4093.000038,8.003771,0.000443
4,976562,976562,0,1027343224,1027343224,0.000000,4092.998563,8.003998,0.000577
