flow_id,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,packet_loss_percent,throughput_mbit_s,mean_delay_ms,mean_jitter_ms
1,976562,787205,189357,1027343224,828139660,19.390167,3299.360702,10.015419,0.031701
2,976562,787204,189358,1027343224,828138608,19.390269,3299.355126,10.004626,0.031813
3,976562,788181,188381,1027343224,829166412,19.290224,3303.451347,10.127734,0.001264
4,976562,788181,188381,1027343224,829166412,19.290224,3303.449960,10.133213,0.001266
