routing_strategy,scenario,scenario_name,seed,run_number,number_of_flows,total_tx_packets,total_rx_packets,total_lost_packets,packet_loss_percent,total_throughput_mbit_s,weighted_mean_delay_ms,weighted_mean_jitter_ms,jain_fairness_index
STATIC,8,Szenario 8 - Linkausfall,1,2,4,3906248,2925777,980471,25.100070,16339.248122,8.003512,0.000000,0.999996
